Common,Species,lon,lat,Country,State/Province,Year
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.88983,53.44844,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.79815,53.37718,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.67762,53.35995,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.1307,53.44641,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.3253,53.35997,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.60906,52.27495,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.17506,53.35903,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90434,52.18815,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19847,52.10061,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90873,52.00838,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04867,52.27931,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04867,52.27931,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90434,52.18815,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.60624,52.36483,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1981
Fox,Vulpes vulpes,1.40119,52.10821,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75052,52.45635,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90212,52.27804,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.60055,52.54457,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19847,52.10061,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75559,52.27659,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.07611,53.09219,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.1649,51.13137,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.01476,54.8855,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.63379,51.46601,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.67762,53.35995,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.98016,53.44774,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.20008,52.01071,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.61266,54.79926,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05059,52.18942,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.49602,51.27959,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.7581,52.18671,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19523,52.2804,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.22638,53.27177,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19523,52.2804,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.98016,53.44774,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19686,52.19051,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.1936,52.37029,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.09095,53.57585,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.49247,51.92243,United Kingdom,England,1981
Fox,Vulpes vulpes,1.43034,52.10737,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.47445,53.4506,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.7581,52.18671,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19523,52.2804,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.89766,52.45781,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.82786,53.359,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.45943,52.36301,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90212,52.27804,United Kingdom,England,1981
Fox,Vulpes vulpes,1.01358,52.42454,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.76874,53.41333,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52849,53.45059,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.98016,53.44774,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.2303,52.40026,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.4563,52.45287,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.30313,51.25936,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.70916,53.44965,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.45315,52.54274,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.21125,51.41086,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.4065,52.37605,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.19688,51.41064,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.69309,54.9608,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75559,52.27659,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.32463,55.32513,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04674,52.3692,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.22087,52.90538,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19686,52.19051,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05059,52.18942,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.59615,51.79201,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.01476,54.8855,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.1307,53.44641,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.07611,53.09219,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.01683,53.40698,United Kingdom,England,1981
Fox,Vulpes vulpes,-5.16421,50.35181,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.09942,53.48318,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19847,52.10061,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52849,53.45059,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05059,52.18942,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.30313,51.25936,United Kingdom,England,1981
Fox,Vulpes vulpes,0.57288,52.43496,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.89766,52.45781,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0448,52.45909,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90212,52.27804,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.31745,51.25956,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04674,52.3692,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90212,52.27804,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05059,52.18942,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05059,52.18942,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.60624,52.36483,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.93027,50.89846,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.98016,53.44774,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19523,52.2804,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75559,52.27659,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90654,52.09827,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19686,52.19051,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.60906,52.27495,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.79058,54.98392,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04674,52.3692,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.83767,50.94782,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19523,52.2804,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.89766,52.45781,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.4563,52.45287,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19686,52.19051,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04674,52.3692,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75559,52.27659,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04674,52.3692,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19686,52.19051,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.89766,52.45781,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90212,52.27804,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05817,51.82984,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04867,52.27931,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.17506,53.35903,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.22507,51.57715,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.60906,52.27495,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.58812,53.37465,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.89766,52.45781,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0448,52.45909,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.4563,52.45287,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.23964,51.60409,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.17506,53.35903,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.8999,52.36793,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75306,52.36647,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.05059,52.18942,United Kingdom,England,1981
Fox,Vulpes vulpes,0.9219,52.37289,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.6762,53.27007,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.75559,52.27659,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.13805,51.43342,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.0525,52.09953,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19847,52.10061,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04867,52.27931,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.90434,52.18815,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,1.48395,52.32616,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.04867,52.27931,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.92278,51.12775,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.19686,52.19051,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.27548,52.3034,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-0.83297,54.05279,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-5.01816,50.26574,United Kingdom,England,1981
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.55759,53.34712,United Kingdom,England,1981
Fox,Vulpes vulpes,-1.17332,53.4489,United Kingdom,England,1981
Fox,Vulpes vulpes,0.03496,53.52433,United Kingdom,England,1981
Fox,Vulpes vulpes,-2.07627,53.18207,United Kingdom,England,1981
Fox,Vulpes vulpes,-4.31274,55.76654,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.82383,56.53806,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.93355,57.28591,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.19165,57.14025,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-3.12089,56.72213,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-4.16344,55.94901,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.77024,56.74336,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.83638,56.4189,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.83579,56.39195,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.4504,56.00957,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.62844,57.22282,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.18422,57.14161,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.96559,57.27501,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.02652,57.27514,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.83619,56.40991,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.83579,56.39195,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-1.97672,57.347,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.893,56.41401,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.1288,57.28112,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.84149,56.63193,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-3.40257,56.38683,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-3.36308,55.96047,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-4.10065,54.78169,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.16341,58.35431,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.70573,57.23723,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-1.79753,57.45149,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-4.08045,57.81499,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-3.10062,56.58754,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.35204,57.73605,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.15528,58.35901,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.07046,57.27806,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.83291,56.6277,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.29114,57.18498,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-4.54636,57.58139,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.83619,56.40991,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-1.79334,57.45463,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.8196,56.39206,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-2.70661,57.24037,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-3.2483,56.62208,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-5.82383,56.53806,United Kingdom,Scotland,1981
Fox,Vulpes vulpes,-4.67927,51.71314,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.81496,51.8196,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.13046,52.35383,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.44873,51.45408,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.28335,51.53595,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.99182,52.53608,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.11906,51.79222,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.67927,51.71314,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.48476,53.42591,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.54091,53.23141,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.96386,51.90713,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.82222,51.99933,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.13153,51.97177,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.84536,52.40134,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.12595,53.26667,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.24988,51.81208,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.9802,51.88577,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.84646,52.06895,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.96251,51.6164,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.2623,51.89761,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.82222,51.99933,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.72379,51.85152,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.27504,51.59127,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.53972,51.80618,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.37551,51.44341,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.25437,51.90192,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.12595,53.26667,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.55815,51.74732,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.25735,51.69853,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.24284,51.52038,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.81858,51.90947,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.6739,51.74474,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.96837,51.70619,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.13046,52.35383,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.44386,51.44569,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.99182,52.53608,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.82945,51.79956,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.96386,51.90713,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.70074,52.07238,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.81826,51.61995,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.54987,51.98582,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.13153,51.97177,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.70074,52.07238,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.66005,51.55213,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.24988,51.81208,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.13153,51.97177,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.97427,51.79598,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.53972,51.80618,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.9802,51.88577,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.84076,51.97915,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.27853,53.35502,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.11288,51.70245,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.70074,52.07238,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.24874,51.54374,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.97427,51.79598,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.69533,51.98257,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.24542,51.72224,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.27853,53.35502,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.51573,51.76622,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.24542,51.72224,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.54987,51.98582,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.69533,51.98257,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.49215,52.13948,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.25437,51.90192,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.96837,51.70619,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.13781,52.06155,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39006,51.71939,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.10075,51.72492,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.12595,53.26667,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.94834,51.5477,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.08972,51.82856,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.54987,51.98582,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.24428,51.52037,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.39481,51.80922,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.25735,51.69853,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.97427,51.79598,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.84646,52.06895,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.83909,51.87768,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.24988,51.81208,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.95995,51.81727,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-3.98776,52.44623,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.84646,52.06895,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.25437,51.90192,United Kingdom,Wales,1981
Fox,Vulpes vulpes,-4.84076,51.97915,United Kingdom,Wales,1981
